,Bedrooms,Bathrooms,Furnishing,Area,Price,Locality,Parking,Power,Pool,Security
1094,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1095,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
1096,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
1097,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1098,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1099,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
1100,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1101,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
1102,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1103,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1104,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
1105,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1106,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1107,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1108,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
1109,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1110,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
1111,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1112,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1113,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1114,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
1115,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
1116,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1117,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1118,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1119,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1120,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
1121,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
1122,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1123,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1124,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
1125,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1126,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
1127,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1128,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
1129,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1130,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1131,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
1132,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1133,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1134,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
1135,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1136,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1137,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1138,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
1139,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
1140,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
1141,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1142,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1143,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1144,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
1145,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1146,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1147,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1148,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1149,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1150,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1151,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
1152,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1153,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1154,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1155,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
1156,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1157,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1158,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1159,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1160,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1161,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1162,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1163,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1164,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1165,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
1166,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1167,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1168,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1169,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1170,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
1171,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1172,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1173,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1174,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1175,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
1176,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1177,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1178,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1179,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1180,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1181,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1182,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1183,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1184,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1185,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1186,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1187,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1188,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1189,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
1190,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1191,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1192,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1193,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1194,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
1195,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1196,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1197,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1198,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1199,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1200,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
1201,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1202,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1203,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
1204,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1205,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1206,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1207,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1208,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1209,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1210,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1211,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
1212,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1213,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
1214,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1215,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1216,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1217,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1218,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1219,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
1220,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
1221,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1222,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1223,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1224,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
1225,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1226,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
1227,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1228,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1229,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1230,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1231,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
1232,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1233,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1234,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
1235,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1236,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1237,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1238,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1239,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
1240,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1241,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
1242,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1243,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
1244,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
1245,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1246,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
1247,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1248,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1249,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1250,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
1251,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
1252,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1253,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1254,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1255,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
1256,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
1257,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1258,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1259,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1260,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1261,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
1262,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1263,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1264,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1265,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
1266,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
1267,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1268,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1269,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1270,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1271,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1272,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1273,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1274,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1275,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
1276,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1277,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1278,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1279,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
1280,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1281,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
1282,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1283,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
1284,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1285,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1286,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
1287,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1288,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1289,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
1290,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1291,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
1292,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1293,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1294,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1295,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
1296,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
1297,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1298,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1299,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1300,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1301,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
1302,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1303,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1304,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
1305,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1306,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
1307,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1308,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
1309,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1310,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
1311,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1312,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1313,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
1314,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1315,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1316,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1317,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1318,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1319,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1320,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1321,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1322,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1323,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1324,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
1325,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1326,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
1327,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1328,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
1329,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
1330,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1331,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
1332,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1333,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1334,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
1335,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
1336,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
1337,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1338,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
1339,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1340,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1341,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
1342,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1343,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
1344,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1345,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1346,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1347,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1348,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1349,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1350,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
1351,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1352,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1353,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1354,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1355,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
1356,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
1357,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1358,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1359,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
1360,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1361,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
1362,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1363,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
1364,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
1365,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1366,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
1367,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1368,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1369,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1370,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1371,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1372,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1373,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1374,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1375,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1376,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
1377,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1378,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1379,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
1380,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
1381,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1382,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1383,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
1384,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
1385,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1386,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
1387,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1388,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1389,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1390,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1391,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
1392,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1393,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1394,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1395,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1396,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
1397,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1398,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1399,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1400,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
1401,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1402,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1403,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
1404,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
1405,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1406,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
1407,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1408,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1409,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1410,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
1411,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1412,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1413,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1414,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1415,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1416,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1417,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1418,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1419,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1420,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1421,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
1422,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1423,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1424,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
1425,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1426,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1427,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1428,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
1429,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1430,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1431,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
1432,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1433,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1434,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
1435,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1436,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1437,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1438,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1439,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1440,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1441,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1442,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
